"Census Tract","FIPS Code","Formatted FIPS","Estimated percent of all people under 18 between 2013-2017."
"36005042800, NY","36005042800","=""36005042800""","18.61"
"36081072100, NY","36081072100","=""36081072100""","10.50"
"36061025300, NY","36061025300","=""36061025300""","16.82"
"36047121400, NY","36047121400","=""36047121400""","40.30"
"36005017100, NY","36005017100","=""36005017100""","N/A"
"36047020600, NY","36047020600","=""36047020600""","19.51"
"36081015900, NY","36081015900","=""36081015900""","15.96"
"36047081400, NY","36047081400","=""36047081400""","21.40"
"36081052200, NY","36081052200","=""36081052200""","27.00"
"36081051800, NY","36081051800","=""36081051800""","25.56"
"36047025800, NY","36047025800","=""36047025800""","22.89"
"36047019700, NY","36047019700","=""36047019700""","16.15"
"36047084000, NY","36047084000","=""36047084000""","19.46"
"36047082200, NY","36047082200","=""36047082200""","23.70"
"36047023800, NY","36047023800","=""36047023800""","36.27"
"36047042600, NY","36047042600","=""36047042600""","16.56"
"36047023600, NY","36047023600","=""36047023600""","46.08"
"36047050500, NY","36047050500","=""36047050500""","12.26"
"36047023400, NY","36047023400","=""36047023400""","47.68"
"36005012500, NY","36005012500","=""36005012500""","26.87"
"36047024000, NY","36047024000","=""36047024000""","41.18"
"36005026601, NY","36005026601","=""36005026601""","22.36"
"36005044800, NY","36005044800","=""36005044800""","16.24"
"36047052600, NY","36047052600","=""36047052600""","23.31"
"36047055400, NY","36047055400","=""36047055400""","26.29"
"36047018100, NY","36047018100","=""36047018100""","13.79"
"36047016700, NY","36047016700","=""36047016700""","27.14"
"36081037100, NY","36081037100","=""36081037100""","17.88"
"36047046400, NY","36047046400","=""36047046400""","48.07"
"36061006700, NY","36061006700","=""36061006700""","4.40"
"36061005200, NY","36061005200","=""36061005200""","13.59"
"36047054700, NY","36047054700","=""36047054700""","36.98"
"36047001100, NY","36047001100","=""36047001100""","8.89"
"36047068000, NY","36047068000","=""36047068000""","25.91"
"36047024900, NY","36047024900","=""36047024900""","14.88"
"36047112600, NY","36047112600","=""36047112600""","22.61"
"36047032500, NY","36047032500","=""36047032500""","17.61"
"36047043300, NY","36047043300","=""36047043300""","26.91"
"36047043100, NY","36047043100","=""36047043100""","20.49"
"36005003700, NY","36005003700","=""36005003700""","11.30"
"36047042000, NY","36047042000","=""36047042000""","37.96"
"36061005400, NY","36061005400","=""36061005400""","10.63"
"36047042900, NY","36047042900","=""36047042900""","19.75"
"36047043500, NY","36047043500","=""36047043500""","25.95"
"36081050201, NY","36081050201","=""36081050201""","19.36"
"36005013500, NY","36005013500","=""36005013500""","28.14"
"36047040900, NY","36047040900","=""36047040900""","20.19"
"36047078200, NY","36047078200","=""36047078200""","22.82"
"36005037400, NY","36005037400","=""36005037400""","24.33"
"36047042500, NY","36047042500","=""36047042500""","22.43"
"36047021600, NY","36047021600","=""36047021600""","41.10"
"36047054500, NY","36047054500","=""36047054500""","43.48"
"36047021400, NY","36047021400","=""36047021400""","36.78"
"36047003700, NY","36047003700","=""36047003700""","14.21"
"36047011400, NY","36047011400","=""36047011400""","30.26"
"36047053700, NY","36047053700","=""36047053700""","52.30"
"36081023000, NY","36081023000","=""36081023000""","17.96"
"36047015700, NY","36047015700","=""36047015700""","17.97"
"36081074500, NY","36081074500","=""36081074500""","28.69"
"36047055200, NY","36047055200","=""36047055200""","17.63"
"36047078400, NY","36047078400","=""36047078400""","17.11"
"36047043700, NY","36047043700","=""36047043700""","22.20"
"36047022800, NY","36047022800","=""36047022800""","38.21"
"36047091200, NY","36047091200","=""36047091200""","30.04"
"36081003200, NY","36081003200","=""36081003200""","21.45"
"36061005000, NY","36061005000","=""36061005000""","8.34"
"36047088400, NY","36047088400","=""36047088400""","26.29"
"36047024500, NY","36047024500","=""36047024500""","19.32"
"36047083800, NY","36047083800","=""36047083800""","17.82"
"36005021602, NY","36005021602","=""36005021602""","21.13"
"36081036500, NY","36081036500","=""36081036500""","29.34"
"36047044300, NY","36047044300","=""36047044300""","21.16"
"36005026702, NY","36005026702","=""36005026702""","27.90"
"36081116700, NY","36081116700","=""36081116700""","14.86"
"36005011900, NY","36005011900","=""36005011900""","27.99"
"36047084600, NY","36047084600","=""36047084600""","20.35"
"36081005500, NY","36081005500","=""36081005500""","12.64"
"36047004300, NY","36047004300","=""36047004300""","13.76"
"36047039100, NY","36047039100","=""36047039100""","17.49"
"36047044500, NY","36047044500","=""36047044500""","23.33"
"36047080600, NY","36047080600","=""36047080600""","33.14"
"36081028000, NY","36081028000","=""36081028000""","22.52"
"36047115200, NY","36047115200","=""36047115200""","28.65"
"36005017300, NY","36005017300","=""36005017300""","23.22"
"36047067800, NY","36047067800","=""36047067800""","15.43"
"36047065000, NY","36047065000","=""36047065000""","20.41"
"36061008900, NY","36061008900","=""36061008900""","14.18"
"36005021302, NY","36005021302","=""36005021302""","27.92"
"36061004700, NY","36061004700","=""36061004700""","12.90"
"36061008700, NY","36061008700","=""36061008700""","8.95"
"36061007300, NY","36061007300","=""36061007300""","7.91"
"36047026600, NY","36047026600","=""36047026600""","21.77"
"36047028900, NY","36047028900","=""36047028900""","24.20"
"36047014100, NY","36047014100","=""36047014100""","18.43"
"36047049700, NY","36047049700","=""36047049700""","5.35"
"36081058900, NY","36081058900","=""36081058900""","27.71"
"36081003100, NY","36081003100","=""36081003100""","12.61"
"36047064600, NY","36047064600","=""36047064600""","33.22"
"36061007100, NY","36061007100","=""36061007100""","8.55"
"36047049200, NY","36047049200","=""36047049200""","22.43"
"36047018200, NY","36047018200","=""36047018200""","19.70"
"36005006400, NY","36005006400","=""36005006400""","28.56"
"36081011000, NY","36081011000","=""36081011000""","21.25"
"36081009500, NY","36081009500","=""36081009500""","18.29"
"36047093600, NY","36047093600","=""36047093600""","21.07"
"36005021601, NY","36005021601","=""36005021601""","25.90"
"36047041200, NY","36047041200","=""36047041200""","24.20"
"36005016400, NY","36005016400","=""36005016400""","17.07"
"36081043900, NY","36081043900","=""36081043900""","29.25"
"36047003300, NY","36047003300","=""36047003300""","15.95"
"36047029100, NY","36047029100","=""36047029100""","13.29"
"36047029500, NY","36047029500","=""36047029500""","13.98"
"36047050600, NY","36047050600","=""36047050600""","26.34"
"36047029300, NY","36047029300","=""36047029300""","15.40"
"36081049301, NY","36081049301","=""36081049301""","21.84"
"36047042800, NY","36047042800","=""36047042800""","17.96"
"36047078000, NY","36047078000","=""36047078000""","15.95"
"36047053800, NY","36047053800","=""36047053800""","24.74"
"36081014800, NY","36081014800","=""36081014800""","16.49"
"36047041800, NY","36047041800","=""36047041800""","37.80"
"36047028400, NY","36047028400","=""36047028400""","21.96"
"36005015800, NY","36005015800","=""36005015800""","20.75"
"36047017800, NY","36047017800","=""36047017800""","25.34"
"36047034500, NY","36047034500","=""36047034500""","17.34"
"36047099000, NY","36047099000","=""36047099000""","28.02"
"36047012700, NY","36047012700","=""36047012700""","17.79"
"36081055900, NY","36081055900","=""36081055900""","29.21"
"36061027700, NY","36061027700","=""36061027700""","17.14"
"36047097000, NY","36047097000","=""36047097000""","21.90"
"36081120100, NY","36081120100","=""36081120100""","15.30"
"36047034900, NY","36047034900","=""36047034900""","26.57"
"36005036100, NY","36005036100","=""36005036100""","22.30"
"36047077000, NY","36047077000","=""36047077000""","28.52"
"36047035300, NY","36047035300","=""36047035300""","17.23"
"36047058600, NY","36047058600","=""36047058600""","21.38"
"36047027400, NY","36047027400","=""36047027400""","18.68"
"36047038900, NY","36047038900","=""36047038900""","16.41"
"36047035100, NY","36047035100","=""36047035100""","21.93"
"36047039600, NY","36047039600","=""36047039600""","28.34"
"36047041500, NY","36047041500","=""36047041500""","27.47"
"36047102200, NY","36047102200","=""36047102200""","25.29"
"36047026000, NY","36047026000","=""36047026000""","16.65"
"36081071304, NY","36081071304","=""36081071304""","14.51"
"36047081000, NY","36047081000","=""36047081000""","26.78"
"36047013800, NY","36047013800","=""36047013800""","17.61"
"36005033800, NY","36005033800","=""36005033800""","22.44"
"36047111800, NY","36047111800","=""36047111800""","27.33"
"36081012500, NY","36081012500","=""36081012500""","7.75"
"36047041300, NY","36047041300","=""36047041300""","27.50"
"36047112200, NY","36047112200","=""36047112200""","29.16"
"36047041600, NY","36047041600","=""36047041600""","32.37"
"36047027700, NY","36047027700","=""36047027700""","26.59"
"36047074000, NY","36047074000","=""36047074000""","26.18"
"36047034300, NY","36047034300","=""36047034300""","26.25"
"36047027500, NY","36047027500","=""36047027500""","22.16"
"36047004100, NY","36047004100","=""36047004100""","18.28"
"36047006200, NY","36047006200","=""36047006200""","23.31"
"36047028100, NY","36047028100","=""36047028100""","31.64"
"36047027900, NY","36047027900","=""36047027900""","15.95"
"36047025300, NY","36047025300","=""36047025300""","14.85"
"36061002201, NY","36061002201","=""36061002201""","10.21"
"36005013300, NY","36005013300","=""36005013300""","23.22"
"36047098800, NY","36047098800","=""36047098800""","23.00"
"36081011800, NY","36081011800","=""36081011800""","23.98"
"36047053100, NY","36047053100","=""36047053100""","59.79"
"36081054900, NY","36081054900","=""36081054900""","26.54"
"36047000900, NY","36047000900","=""36047000900""","14.67"
"36047076400, NY","36047076400","=""36047076400""","23.38"
"36081001000, NY","36081001000","=""36081001000""","24.11"
"36047058200, NY","36047058200","=""36047058200""","28.02"
"36005021700, NY","36005021700","=""36005021700""","25.16"
"36081007900, NY","36081007900","=""36081007900""","19.79"
"36081045600, NY","36081045600","=""36081045600""","18.44"
"36047042400, NY","36047042400","=""36047042400""","18.68"
"36047121000, NY","36047121000","=""36047121000""","29.70"
"36047101200, NY","36047101200","=""36047101200""","21.10"
"36047092200, NY","36047092200","=""36047092200""","19.16"
"36061003400, NY","36061003400","=""36061003400""","6.59"
"36081066900, NY","36081066900","=""36081066900""","18.37"
"36005023000, NY","36005023000","=""36005023000""","28.85"
"36081056200, NY","36081056200","=""36081056200""","20.40"
"36047027800, NY","36047027800","=""36047027800""","13.23"
"36047114600, NY","36047114600","=""36047114600""","25.36"
"36081012800, NY","36081012800","=""36081012800""","27.87"
"36047011600, NY","36047011600","=""36047011600""","26.99"
"36047032100, NY","36047032100","=""36047032100""","17.15"
"36005037000, NY","36005037000","=""36005037000""","18.42"
"36047115600, NY","36047115600","=""36047115600""","29.19"
"36047039500, NY","36047039500","=""36047039500""","22.73"
"36005026300, NY","36005026300","=""36005026300""","17.80"
"36047073200, NY","36047073200","=""36047073200""","20.61"
"36047020500, NY","36047020500","=""36047020500""","14.38"
"36047043000, NY","36047043000","=""36047043000""","20.77"
"36047026500, NY","36047026500","=""36047026500""","18.27"
"36047040100, NY","36047040100","=""36047040100""","17.60"
"36047026700, NY","36047026700","=""36047026700""","15.60"
"36081046300, NY","36081046300","=""36081046300""","26.20"
"36047023100, NY","36047023100","=""36047023100""","10.22"
"36047116600, NY","36047116600","=""36047116600""","30.98"
"36047044700, NY","36047044700","=""36047044700""","22.08"
"36005034000, NY","36005034000","=""36005034000""","24.00"
"36047039700, NY","36047039700","=""36047039700""","24.29"
"36047058800, NY","36047058800","=""36047058800""","20.49"
"36005044901, NY","36005044901","=""36005044901""","13.16"
"36047051100, NY","36047051100","=""36047051100""","9.89"
"36061025100, NY","36061025100","=""36061025100""","18.01"
"36081071900, NY","36081071900","=""36081071900""","9.48"
"36047017900, NY","36047017900","=""36047017900""","20.55"
"36047037500, NY","36047037500","=""36047037500""","23.77"
"36047057400, NY","36047057400","=""36047057400""","20.37"
"36081041300, NY","36081041300","=""36081041300""","31.38"
"36081059000, NY","36081059000","=""36081059000""","18.13"
"36081027600, NY","36081027600","=""36081027600""","19.78"
"36047085600, NY","36047085600","=""36047085600""","14.66"
"36081047100, NY","36081047100","=""36081047100""","18.96"
"36047058000, NY","36047058000","=""36047058000""","20.89"
"36047057600, NY","36047057600","=""36047057600""","17.48"
"36047115000, NY","36047115000","=""36047115000""","26.55"
"36061029300, NY","36061029300","=""36061029300""","21.41"
"36047059000, NY","36047059000","=""36047059000""","19.61"
"36061026300, NY","36061026300","=""36061026300""","15.36"
"36047072000, NY","36047072000","=""36047072000""","28.97"
"36005002702, NY","36005002702","=""36005002702""","32.88"
"36005034400, NY","36005034400","=""36005034400""","17.40"
"36047011000, NY","36047011000","=""36047011000""","33.90"
"36005038200, NY","36005038200","=""36005038200""","28.43"
"36081028500, NY","36081028500","=""36081028500""","23.61"
"36047081800, NY","36047081800","=""36047081800""","19.18"
"36061030300, NY","36061030300","=""36061030300""","23.43"
"36081036100, NY","36081036100","=""36081036100""","22.61"
"36005044902, NY","36005044902","=""36005044902""","19.39"
"36005034200, NY","36005034200","=""36005034200""","26.52"
"36081010800, NY","36081010800","=""36081010800""","22.37"
"36047021800, NY","36047021800","=""36047021800""","44.19"
"36047026200, NY","36047026200","=""36047026200""","22.10"
"36005008400, NY","36005008400","=""36005008400""","22.14"
"36081062700, NY","36081062700","=""36081062700""","22.99"
"36061022302, NY","36061022302","=""36061022302""","18.24"
"36047092800, NY","36047092800","=""36047092800""","18.02"
"36081086500, NY","36081086500","=""36081086500""","8.19"
"36005006800, NY","36005006800","=""36005006800""","28.30"
"36005012901, NY","36005012901","=""36005012901""","30.84"
"36061026100, NY","36061026100","=""36061026100""","21.92"
"36081023800, NY","36081023800","=""36081023800""","22.08"
"36047003900, NY","36047003900","=""36047003900""","18.17"
"36047078800, NY","36047078800","=""36047078800""","31.21"
"36005003100, NY","36005003100","=""36005003100""","26.69"
"36081000200, NY","36081000200","=""36081000200""","16.25"
"36047102000, NY","36047102000","=""36047102000""","25.01"
"36081062300, NY","36081062300","=""36081062300""","21.67"
"36047068800, NY","36047068800","=""36047068800""","13.26"
"36047082800, NY","36047082800","=""36047082800""","28.63"
"36047055300, NY","36047055300","=""36047055300""","10.03"
"36047086600, NY","36047086600","=""36047086600""","23.44"
"36047013100, NY","36047013100","=""36047013100""","18.01"
"36047032900, NY","36047032900","=""36047032900""","29.00"
"36005021502, NY","36005021502","=""36005021502""","30.73"
"36005028700, NY","36005028700","=""36005028700""","21.40"
"36061016100, NY","36061016100","=""36061016100""","13.76"
"36047006700, NY","36047006700","=""36047006700""","19.56"
"36047022600, NY","36047022600","=""36047022600""","35.12"
"36005014900, NY","36005014900","=""36005014900""","26.32"
"36047098600, NY","36047098600","=""36047098600""","20.06"
"36047043800, NY","36047043800","=""36047043800""","25.08"
"36005043600, NY","36005043600","=""36005043600""","21.05"
"36047087000, NY","36047087000","=""36047087000""","25.34"
"36081037500, NY","36081037500","=""36081037500""","26.24"
"36081118500, NY","36081118500","=""36081118500""","17.90"
"36081035300, NY","36081035300","=""36081035300""","18.22"
"36081055100, NY","36081055100","=""36081055100""","24.53"
"36047067600, NY","36047067600","=""36047067600""","10.87"
"36047024400, NY","36047024400","=""36047024400""","43.72"
"36047115800, NY","36047115800","=""36047115800""","23.35"
"36047101400, NY","36047101400","=""36047101400""","19.69"
"36081060100, NY","36081060100","=""36081060100""","22.68"
"36047021500, NY","36047021500","=""36047021500""","16.70"
"36047013200, NY","36047013200","=""36047013200""","25.15"
"36047024300, NY","36047024300","=""36047024300""","16.19"
"36047029000, NY","36047029000","=""36047029000""","21.26"
"36047089800, NY","36047089800","=""36047089800""","20.56"
"36047002000, NY","36047002000","=""36047002000""","21.75"
"36061021303, NY","36061021303","=""36061021303""","14.53"
"36005039901, NY","36005039901","=""36005039901""","25.92"
"36047048000, NY","36047048000","=""36047048000""","30.98"
"36047117000, NY","36047117000","=""36047117000""","32.12"
"36081006502, NY","36081006502","=""36081006502""","8.77"
"36081027200, NY","36081027200","=""36081027200""","22.66"
"36081045500, NY","36081045500","=""36081045500""","28.04"
"36047041402, NY","36047041402","=""36047041402""","23.78"
"36061022600, NY","36061022600","=""36061022600""","18.07"
"36081020600, NY","36081020600","=""36081020600""","22.54"
"36047006600, NY","36047006600","=""36047006600""","18.31"
"36047042100, NY","36047042100","=""36047042100""","20.04"
"36047045600, NY","36047045600","=""36047045600""","28.14"
"36047113400, NY","36047113400","=""36047113400""","29.69"
"36047040400, NY","36047040400","=""36047040400""","18.37"
"36047065600, NY","36047065600","=""36047065600""","25.45"
"36081040900, NY","36081040900","=""36081040900""","22.35"
"36005024600, NY","36005024600","=""36005024600""","17.72"
"36081005000, NY","36081005000","=""36081005000""","23.64"
"36061009400, NY","36061009400","=""36061009400""","0.00"
"36047064000, NY","36047064000","=""36047064000""","28.77"
"36047041900, NY","36047041900","=""36047041900""","23.56"
"36047120200, NY","36047120200","=""36047120200""","27.60"
"36047065800, NY","36047065800","=""36047065800""","20.93"
"36081050202, NY","36081050202","=""36081050202""","18.53"
"36005021100, NY","36005021100","=""36005021100""","32.73"
"36047040800, NY","36047040800","=""36047040800""","23.81"
"36047028800, NY","36047028800","=""36047028800""","18.40"
"36081029300, NY","36081029300","=""36081029300""","12.40"
"36047013700, NY","36047013700","=""36047013700""","19.86"
"36047117601, NY","36047117601","=""36047117601""","28.98"
"36005017500, NY","36005017500","=""36005017500""","26.97"
"36047010200, NY","36047010200","=""36047010200""","23.87"
"36047086400, NY","36047086400","=""36047086400""","22.15"
"36005024300, NY","36005024300","=""36005024300""","30.98"
"36047010400, NY","36047010400","=""36047010400""","21.05"
"36047006000, NY","36047006000","=""36047006000""","20.80"
"36047066000, NY","36047066000","=""36047066000""","26.14"
"36047100600, NY","36047100600","=""36047100600""","18.60"
"36047117202, NY","36047117202","=""36047117202""","24.10"
"36047013500, NY","36047013500","=""36047013500""","27.54"
"36081046900, NY","36081046900","=""36081046900""","19.68"
"36081001600, NY","36081001600","=""36081001600""","16.05"
"36005042000, NY","36005042000","=""36005042000""","24.23"
"36047048100, NY","36047048100","=""36047048100""","8.82"
"36047116000, NY","36047116000","=""36047116000""","22.39"
"36061022700, NY","36061022700","=""36061022700""","15.39"
"36047087800, NY","36047087800","=""36047087800""","14.71"
"36005003300, NY","36005003300","=""36005003300""","35.53"
"36047031900, NY","36047031900","=""36047031900""","23.48"
"36047039900, NY","36047039900","=""36047039900""","21.14"
"36047013900, NY","36047013900","=""36047013900""","17.27"
"36047064800, NY","36047064800","=""36047064800""","28.30"
"36047065400, NY","36047065400","=""36047065400""","15.53"
"36081032700, NY","36081032700","=""36081032700""","20.12"
"36081033900, NY","36081033900","=""36081033900""","22.98"
"36081033700, NY","36081033700","=""36081033700""","17.51"
"36081011100, NY","36081011100","=""36081011100""","16.70"
"36081025700, NY","36081025700","=""36081025700""","12.31"
"36005020601, NY","36005020601","=""36005020601""","19.35"
"36047073400, NY","36047073400","=""36047073400""","20.33"
"36047009400, NY","36047009400","=""36047009400""","24.55"
"36047009800, NY","36047009800","=""36047009800""","30.89"
"36047010800, NY","36047010800","=""36047010800""","22.50"
"36047010000, NY","36047010000","=""36047010000""","25.87"
"36081045700, NY","36081045700","=""36081045700""","16.00"
"36047023000, NY","36047023000","=""36047023000""","43.03"
"36047010600, NY","36047010600","=""36047010600""","19.42"
"36047009600, NY","36047009600","=""36047009600""","24.38"
"36047120000, NY","36047120000","=""36047120000""","28.18"
"36047015300, NY","36047015300","=""36047015300""","16.50"
"36081055500, NY","36081055500","=""36081055500""","25.73"
"36081013600, NY","36081013600","=""36081013600""","14.79"
"36047022100, NY","36047022100","=""36047022100""","11.28"
"36005038100, NY","36005038100","=""36005038100""","26.15"
"36081015400, NY","36081015400","=""36081015400""","15.74"
"36047021000, NY","36047021000","=""36047021000""","23.13"
"36081043701, NY","36081043701","=""36081043701""","21.27"
"36047027300, NY","36047027300","=""36047027300""","20.42"
"36047015500, NY","36047015500","=""36047015500""","21.28"
"36005038800, NY","36005038800","=""36005038800""","24.49"
"36061004300, NY","36061004300","=""36061004300""","6.15"
"36061020600, NY","36061020600","=""36061020600""","22.10"
"36047015100, NY","36047015100","=""36047015100""","23.08"
"36047042700, NY","36047042700","=""36047042700""","20.44"
"36061020800, NY","36061020800","=""36061020800""","20.03"
"36081086100, NY","36081086100","=""36081086100""","14.17"
"36047028700, NY","36047028700","=""36047028700""","15.61"
"36047027600, NY","36047027600","=""36047027600""","21.86"
"36005004800, NY","36005004800","=""36005004800""","24.03"
"36061018800, NY","36061018800","=""36061018800""","23.60"
"36047089600, NY","36047089600","=""36047089600""","18.76"
"36047096800, NY","36047096800","=""36047096800""","28.90"
"36047018400, NY","36047018400","=""36047018400""","20.65"
"36005019700, NY","36005019700","=""36005019700""","29.03"
"36047100800, NY","36047100800","=""36047100800""","21.27"
"36047043200, NY","36047043200","=""36047043200""","19.79"
"36047082000, NY","36047082000","=""36047082000""","29.78"
"36047013300, NY","36047013300","=""36047013300""","25.19"
"36047009000, NY","36047009000","=""36047009000""","24.35"
"36005024700, NY","36005024700","=""36005024700""","21.82"
"36081014700, NY","36081014700","=""36081014700""","8.50"
"36081002600, NY","36081002600","=""36081002600""","27.71"
"36081015500, NY","36081015500","=""36081015500""","13.27"
"36047012100, NY","36047012100","=""36047012100""","14.37"
"36081002200, NY","36081002200","=""36081002200""","19.57"
"36047068600, NY","36047068600","=""36047068600""","21.08"
"36047077400, NY","36047077400","=""36047077400""","26.59"
"36081003900, NY","36081003900","=""36081003900""","20.24"
"36081012601, NY","36081012601","=""36081012601""","23.57"
"36081015000, NY","36081015000","=""36081015000""","17.83"
"36081012602, NY","36081012602","=""36081012602""","23.94"
"36081037700, NY","36081037700","=""36081037700""","28.32"
"36047007000, NY","36047007000","=""36047007000""","19.55"
"36047087200, NY","36047087200","=""36047087200""","23.30"
"36081012000, NY","36081012000","=""36081012000""","19.14"
"36047021900, NY","36047021900","=""36047021900""","11.33"
"36061028300, NY","36061028300","=""36061028300""","13.07"
"36047040600, NY","36047040600","=""36047040600""","21.43"
"36081020200, NY","36081020200","=""36081020200""","25.56"
"36081085900, NY","36081085900","=""36081085900""","15.46"
"36047014000, NY","36047014000","=""36047014000""","20.40"
"36005039400, NY","36005039400","=""36005039400""","25.72"
"36005038302, NY","36005038302","=""36005038302""","33.06"
"36047031100, NY","36047031100","=""36047031100""","17.00"
"36047083200, NY","36047083200","=""36047083200""","19.46"
"36081065702, NY","36081065702","=""36081065702""","13.47"
"36005030100, NY","36005030100","=""36005030100""","7.99"
"36081002000, NY","36081002000","=""36081002000""","18.62"
"36081071303, NY","36081071303","=""36081071303""","14.25"
"36081058700, NY","36081058700","=""36081058700""","26.77"
"36061025700, NY","36061025700","=""36061025700""","20.94"
"36081086300, NY","36081086300","=""36081086300""","11.45"
"36047085000, NY","36047085000","=""36047085000""","20.39"
"36047116800, NY","36047116800","=""36047116800""","26.79"
"36047117602, NY","36047117602","=""36047117602""","28.24"
"36081027400, NY","36081027400","=""36081027400""","22.92"
"36081055300, NY","36081055300","=""36081055300""","22.99"
"36047029900, NY","36047029900","=""36047029900""","27.21"
"36047007400, NY","36047007400","=""36047007400""","27.29"
"36081026200, NY","36081026200","=""36081026200""","22.98"
"36005023200, NY","36005023200","=""36005023200""","28.67"
"36047116200, NY","36047116200","=""36047116200""","24.12"
"36081058300, NY","36081058300","=""36081058300""","16.74"
"36047048800, NY","36047048800","=""36047048800""","25.86"
"36047020800, NY","36047020800","=""36047020800""","23.88"
"36047102400, NY","36047102400","=""36047102400""","21.74"
"36047036400, NY","36047036400","=""36047036400""","19.70"
"36047030900, NY","36047030900","=""36047030900""","28.68"
"36081018000, NY","36081018000","=""36081018000""","25.05"
"36005003500, NY","36005003500","=""36005003500""","33.08"
"36061006100, NY","36061006100","=""36061006100""","7.69"
"36047041000, NY","36047041000","=""36047041000""","19.27"
"36081058100, NY","36081058100","=""36081058100""","24.69"
"36047033100, NY","36047033100","=""36047033100""","18.64"
"36081046700, NY","36081046700","=""36081046700""","26.23"
"36047052300, NY","36047052300","=""36047052300""","14.66"
"36005021900, NY","36005021900","=""36005021900""","18.25"
"36047087600, NY","36047087600","=""36047087600""","14.28"
"36005040502, NY","36005040502","=""36005040502""","27.47"
"36081002400, NY","36081002400","=""36081002400""","19.11"
"36081007300, NY","36081007300","=""36081007300""","10.69"
"36047044100, NY","36047044100","=""36047044100""","16.73"
"36047050900, NY","36047050900","=""36047050900""","64.07"
"36047023500, NY","36047023500","=""36047023500""","34.86"
"36005017702, NY","36005017702","=""36005017702""","25.84"
"36047049900, NY","36047049900","=""36047049900""","12.37"
"36047041700, NY","36047041700","=""36047041700""","24.57"
"36047044600, NY","36047044600","=""36047044600""","24.47"
"36047020300, NY","36047020300","=""36047020300""","17.35"
"36005007300, NY","36005007300","=""36005007300""","32.86"
"36047119000, NY","36047119000","=""36047119000""","32.04"
"36047117800, NY","36047117800","=""36047117800""","25.05"
"36047086200, NY","36047086200","=""36047086200""","28.80"
"36047031702, NY","36047031702","=""36047031702""","19.37"
"36047034700, NY","36047034700","=""36047034700""","19.64"
"36047034100, NY","36047034100","=""36047034100""","14.20"
"36047051200, NY","36047051200","=""36047051200""","26.93"
"36081011600, NY","36081011600","=""36081011600""","16.08"
"36047031701, NY","36047031701","=""36047031701""","16.94"
"36081035100, NY","36081035100","=""36081035100""","19.67"
"36005014701, NY","36005014701","=""36005014701""","36.59"
"36081048100, NY","36081048100","=""36081048100""","20.83"
"36047043400, NY","36047043400","=""36047043400""","24.02"
"36081027100, NY","36081027100","=""36081027100""","19.60"
"36061018100, NY","36061018100","=""36061018100""","14.17"
"36047063800, NY","36047063800","=""36047063800""","23.27"
"36047020700, NY","36047020700","=""36047020700""","16.29"
"36047025500, NY","36047025500","=""36047025500""","31.84"
"36081041100, NY","36081041100","=""36081041100""","23.66"
"36047007600, NY","36047007600","=""36047007600""","28.26"
"36047050202, NY","36047050202","=""36047050202""","20.04"
"36047025100, NY","36047025100","=""36047025100""","20.55"
"36047036100, NY","36047036100","=""36047036100""","22.97"
"36047035500, NY","36047035500","=""36047035500""","26.42"
"36081012100, NY","36081012100","=""36081012100""","11.69"
"36047007800, NY","36047007800","=""36047007800""","25.26"
"36047040500, NY","36047040500","=""36047040500""","13.95"
"36061021400, NY","36061021400","=""36061021400""","11.88"
"36081005100, NY","36081005100","=""36081005100""","18.00"
"36047084800, NY","36047084800","=""36047084800""","17.98"
"36047018300, NY","36047018300","=""36047018300""","16.72"
"36047043600, NY","36047043600","=""36047043600""","19.22"
"36081045900, NY","36081045900","=""36081045900""","20.30"
"36047019500, NY","36047019500","=""36047019500""","12.87"
"36005041500, NY","36005041500","=""36005041500""","25.31"
"36081014300, NY","36081014300","=""36081014300""","14.29"
"36047012901, NY","36047012901","=""36047012901""","12.80"
"36061029500, NY","36061029500","=""36061029500""","13.74"
"36005005600, NY","36005005600","=""36005005600""","26.92"
"36081013500, NY","36081013500","=""36081013500""","19.23"
"36005020400, NY","36005020400","=""36005020400""","20.13"
"36005004600, NY","36005004600","=""36005004600""","26.65"
"36081009800, NY","36081009800","=""36081009800""","23.92"
"36047102600, NY","36047102600","=""36047102600""","19.07"
"36047008000, NY","36047008000","=""36047008000""","20.76"
"36081036300, NY","36081036300","=""36081036300""","30.10"
"36005024100, NY","36005024100","=""36005024100""","28.16"
"36047041100, NY","36047041100","=""36047041100""","18.08"
"36047079602, NY","36047079602","=""36047079602""","22.33"
"36047041401, NY","36047041401","=""36047041401""","29.95"
"36081063301, NY","36081063301","=""36081063301""","20.54"
"36047008200, NY","36047008200","=""36047008200""","23.67"
"36047020000, NY","36047020000","=""36047020000""","22.14"
"36047020200, NY","36047020200","=""36047020200""","20.52"
"36047020400, NY","36047020400","=""36047020400""","18.78"
"36047019800, NY","36047019800","=""36047019800""","21.67"
"36047099200, NY","36047099200","=""36047099200""","23.34"
"36081069300, NY","36081069300","=""36081069300""","18.46"
"36047026900, NY","36047026900","=""36047026900""","19.41"
"36081015100, NY","36081015100","=""36081015100""","6.76"
"36047027000, NY","36047027000","=""36047027000""","16.61"
"36081063302, NY","36081063302","=""36081063302""","20.66"
"36081066100, NY","36081066100","=""36081066100""","14.49"
"36081044301, NY","36081044301","=""36081044301""","22.97"
